library_aliquot_local_name,library_package_local_name,library_pool_local_name,library_pool_local_tube_id,library_pool_tube_barcode,library_pool_preparation_date,library_local_name,library_technique,library_r1_r2_index,library_preparation_date,library_source_type,library_avg_size_bp,library_concentration_nm,library_input_ng,library_prep_pass_fail,library_prep_set,library_quantification_fmol,library_quantification_ng,amplified_cdna_local_name,amplified_cdna_preparation_date,amplified_cdna_amplified_quantity_ng,amplified_cdna_pcr_cycles,amplified_cdna_rna_amplification_pass_fail,amplified_cdna_percent_cdna_longer_than_400bp,cdna_amplification_set,barcoded_cell_sample_local_name,barcoded_cell_sample_tag_local_name,barcoded_cell_sample_tag_description,barcoded_cell_sample_number_of_expected_cells,barcoded_cell_sample_port_well,barcoded_cell_input_quantity_count,barcoded_cell_sample_technique,enriched_cell_sample_local_name,enriched_cell_sample_preparation_date,enrichment_population,dissociated_cell_sample_local_name,dissociated_cell_sample_cell_label_barcode,dissociated_cell_sample_cell_prep_type,tissue_sample_local_name,tissue_structure,species,project_identifier,roi_id,other_species,roi_local_name,donor_local_name,age_at_death_value,age_at_death_unit,age_at_death_reference_point,age_at_death_description,donor_species,biological_sex,Species common,ROI abbrv,BCS Tag updated in Portal,Package Date,Date in Portal,Portal comments,BG_Paper_241204,NeMO Bucket,NeMO Submission ID,NeMO upload date,NeMO alignment comments,NeMO alignment date (by aliquot),NeMO alignment version,NeMO alignment jobID,NeMO alignment status,Pool_NeMOsubID
SQ_AT0571-9,AIBS-Proxy_240930_PreHMBA-backfill,ATX-571_240930,SQ_AT0571,SQ_AT0571,3/8/2022,L8XA_220301_01_E02,10xMultiome;ATAC,SI-NA-E2,3/1/2022,amplified_cdna,842,146.2200378,0,Pass,L8XA_220301_01,2924.400755,1625.147988,B8XM_220301_01_F01,2/8/2022,nan,nan,Pass,nan,B8XM_220301_01,1106_A04,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",10000,A04,16160,Multiome,"M1XM_220223_151-R_A01
M1XM_220223_151-A_A01",2/23/2022,"80% NeuN+, 15% OLIG2-, 5% OLIG2+",QN21.26.002.CX05.NAC.002_20220223,nan,Nuclei,QN21.26.002.CX05.NAC.002_Macaque-NAC,DHBA:10339,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-79ne8bf-atx-571_240930,79ne8bf,11/12/2024,10X genomics multiome;atac-seq,2025-01-25T02:08:43Z,0,JobId1665V4S5,aligned,ATX-571_240930_79ne8bf
NY-AT16080-6,NYGC_240730_shipment,ATX-16080,NY-AT16080,A4557667,7/30/2024,L8XA_240716_01_G10,10xMultiome;ATAC,SI-NA-G10,7/16/2024,amplified_cdna,513,332.3696142,0,Pass,L8XA_240716_01,6647.392285,2250.67408,B8XM_240716_01_H01,7/16/2024,nan,None,Pass,nan,B8XM_240716_01,2326_E01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,E01,16335,Multiome,"M2XM_240715_206-A_E01
M2XM_240715_206-R_E01",7/15/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240715_H24.30.003.CX.15.GPe.01.Multiome,None,Nuclei,H24.30.003.CX.15.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.003.CX.15.GPe.01,H24.30.003,19,years,birth,19 yrs,NCBITaxon:9606,Female,Human,GPe,,7/30/2024,8/8/2024,,BG_paper_Human,nemo-tmp-usju7qe-atx-16080,usju7qe,8/28/2024,10X genomics multiome;atac-seq,2025-01-10T02:07:22Z,0,JobId16K3IGUS,aligned,ATX-16080_usju7qe
NY-MX12080-6,NYGC_240730_shipment,MTX-12080,NY-MX12080,K0133832,7/30/2024,L8XR_240718_21_F01,10xMultiome;GEX,SI-TT-F1,7/18/2024,amplified_cdna,448,59.03273548,291.2465074,Pass,L8XR_240718_21,2066.145742,610.9179729,A8XR_240716_01_E01,7/16/2024,291,10,Pass,0.961,A8XR_240716_01,2326_E01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,E01,16335,Multiome,"M2XM_240715_206-A_E01
M2XM_240715_206-R_E01",7/15/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240715_H24.30.003.CX.15.GPe.01.Multiome,None,Nuclei,H24.30.003.CX.15.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.003.CX.15.GPe.01,H24.30.003,19,years,birth,19 yrs,NCBITaxon:9606,Female,Human,GPe,,7/30/2024,8/8/2024,,BG_paper_Human,nemo-tmp-utjmoiq-mtx-12080,utjmoiq,8/29/2024,10X genomics multiome;rnaseq,2025-01-10T02:07:22Z,0,JobId16K3IGUS,aligned,MTX-12080_utjmoiq
SQ_AT0030-4,AIBS-Proxy_240930_PreHMBA-backfill,ATX-530_240930,SQ_AT0030,SQ_AT0030,9/21/2021,L8XA_210914_01_B07,10xMultiome;ATAC,SI-NA-B7,9/14/2021,amplified_cdna,656,155.4135453,0,Pass,L8XA_210914_01,3108.270906,1345.756972,B8XM_210914_01_B01,9/14/2021,nan,nan,Pass,nan,B8XM_210914_01,822_B01,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,B01,16065,Multiome,"M1XM_210908_152-R_B01
M1XM_210908_152-A_B01",9/8/2021,"46% NeuN+, 54% NeuN-",H20.30.002.CX25.PuPV.001_20210908,nan,Nuclei,H20.30.002.CX25.PuPV.001_Human-PuPV,DHBA:146034754,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.002,38,years,birth,38 yrs,NCBITaxon:9606,Male,Human,PuPV,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-v88z7fi-atx-530_240930,v88z7fi,11/12/2024,10X genomics multiome;atac-seq,2025-01-18T03:26:55Z,5.9.3,JobId18ECBHMQ,aligned,ATX-530_240930_v88z7fi
SQ_MX2024-4,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2024_240930,SQ_MX2024,SQ_MX2024,9/21/2021,L8XR_210916_02_G10,10xMultiome;GEX,SI-TT-G10,9/16/2021,amplified_cdna,444,181.7454492,406.7030472,Pass,L8XR_210916_02,6361.090724,1864.054026,A8XR_210914_02_D01,9/14/2021,407,9,Pass,0.937,A8XR_210914_02,822_B01,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,B01,16065,Multiome,"M1XM_210908_152-R_B01
M1XM_210908_152-A_B01",9/8/2021,"46% NeuN+, 54% NeuN-",H20.30.002.CX25.PuPV.001_20210908,nan,Nuclei,H20.30.002.CX25.PuPV.001_Human-PuPV,DHBA:146034754,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.002,38,years,birth,38 yrs,NCBITaxon:9606,Male,Human,PuPV,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-c57hz4g-mtx-2024_240930,c57hz4g,11/14/2024,10X genomics multiome;rnaseq,2025-01-18T03:26:55Z,5.9.3,JobId18ECBHMQ,aligned,MTX-2024_240930_c57hz4g
SQ_AT0051-4,AIBS-Proxy_240930_PreHMBA-backfill,ATX-551_240930,SQ_AT0051,SQ_AT0051,12/20/2021,L8XA_211214_01_C04,10xMultiome;ATAC,SI-NA-C4,12/14/2021,amplified_cdna,671,179.3409495,0,Pass,L8XA_211214_01,3586.81899,1588.458658,B8XM_211214_01_A01,12/14/2021,nan,nan,Pass,nan,B8XM_211214_01,980_A02,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",9705,A02,15625,Multiome,"M2XM_211208_251-R_A01
M2XM_211208_251-A_A01",12/8/2021,"82% NeuN+, 18% OLIG2-, 0% OLIG2+",QN21.26.002.CX08.CaT.001_20211208,nan,Nuclei,QN21.26.002.CX08.CaT.001_Macaque-CaT,DHBA:10337,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,CaT,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-hgdeg8j-atx-551_240930,hgdeg8j,11/12/2024,10X genomics multiome;atac-seq,2025-01-22T12:49:41Z,5.9.3,JobId1BEWIUAL,aligned,ATX-551_240930_hgdeg8j
SQ_MX2044-3,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2044_240930,SQ_MX2044,SQ_MX2044,12/20/2021,L8XR_211216_02_D01,10xMultiome;GEX,SI-TT-D1,12/16/2021,amplified_cdna,468,164.5858001,487.648961,Pass,L8XR_211216_02,5760.503005,1779.304168,A8XR_211214_01_E02,12/14/2021,488,9,Pass,0.968,A8XR_211214_01,980_A02,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",9705,A02,15625,Multiome,"M2XM_211208_251-R_A01
M2XM_211208_251-A_A01",12/8/2021,"82% NeuN+, 18% OLIG2-, 0% OLIG2+",QN21.26.002.CX08.CaT.001_20211208,nan,Nuclei,QN21.26.002.CX08.CaT.001_Macaque-CaT,DHBA:10337,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,CaT,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-xkcxbnt-mtx-2044_240930,xkcxbnt,11/14/2024,10X genomics multiome;rnaseq,2025-01-22T12:49:41Z,5.9.3,JobId1BEWIUAL,aligned,MTX-2044_240930_xkcxbnt
NY-AT16029-6,NYGC_240123_shipment,ATX-16029,NY-AT16029,A1657053,1/23/2024,L8XA_240112_01_B05,10xMultiome;ATAC,SI-NA-B5,1/12/2024,amplified_cdna,698,193.929868,0,Pass,L8XA_240112_01,3878.597361,1786.792232,B8XM_240112_01_C01,1/12/2024,nan,nan,Pass,nan,B8XM_240112_01,2019_C02,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",9875,C02,15900,Multiome,"M1XM_240109_216-A_C01
M1XM_240109_216-R_C01",1/9/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240109_QM23.50.002.CX.12.VEP.01.Multiome,nan,Nuclei,QM23.50.002.CX.12.VEP.01_VeP,DHBA:10345,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.002,14,years,birth,14 yrs,NCBITaxon:9544,Male,Macaque,VeP,3/19/2024,1/23/2024,1/23/2024,,BG_paper_Macaque,nemo-tmp-ferepkk-atx-16029,ferepkk,2/20/2024,10X genomics multiome;atac-seq,2024-03-21T21:08:58Z,5.9.3,JobId1E7CW5DS,aligned,ATX-16029_ferepkk
NY-MX12029-6,NYGC_240123_shipment,MTX-12029,NY-MX12029,A1657031,1/23/2024,L8XR_240118_21_C03,10xMultiome;GEX,SI-TT-C3,1/18/2024,amplified_cdna,464,101.0953413,376.943506,Pass,L8XR_240118_21,3538.336944,1083.580306,A8XR_240112_01_F01,1/12/2024,377,9,Pass,0.997,A8XR_240112_01,2019_C02,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",9875,C02,15900,Multiome,"M1XM_240109_216-A_C01
M1XM_240109_216-R_C01",1/9/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240109_QM23.50.002.CX.12.VEP.01.Multiome,nan,Nuclei,QM23.50.002.CX.12.VEP.01_VeP,DHBA:10345,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.002,14,years,birth,14 yrs,NCBITaxon:9544,Male,Macaque,VeP,3/19/2024,1/23/2024,1/23/2024,,BG_paper_Macaque,nemo-tmp-tkwnwbm-mtx-12029,tkwnwbm,2/20/2024,10X genomics multiome;rnaseq,2024-03-21T21:08:58Z,5.9.3,JobId1E7CW5DS,aligned,MTX-12029_tkwnwbm
NY-AT26003-16,NYGC_240820_shipment,ATX-26003,NY-AT26003,A4536716,8/20/2024,L8XA_240809_01_G10,10xMultiome;ATAC,SI-NA-G10,8/9/2024,amplified_cdna,724,201.1549897,0,Pass,L8XA_240809_01,4023.099794,1922.398006,B8XM_240809_01_G01,8/9/2024,nan,None,Pass,nan,B8XM_240809_01,2372_B04,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B04,15792,Multiome,"M1XM_240807_241-R_B01
M1XM_240807_241-A_B01",8/7/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240807_H24.30.001.CX.23.GPe.01.Multiome,None,Nuclei,H24.30.001.CX.23.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.23.GPe.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,GPe,,8/20/2024,8/19/2024,,BG_paper_Human,nemo-tmp-mu6mrbc-atx-26003,mu6mrbc,9/5/2024,10X genomics multiome;atac-seq,2025-01-11T12:53:51Z,0,JobId1FKLS0JI,aligned,ATX-26003_mu6mrbc
NY-MX22003-16,NYGC_240820_shipment,MTX-22003,NY-MX22003,A4556270,8/20/2024,L8XR_240815_01_F05,10xMultiome;GEX,SI-TT-F5,8/15/2024,amplified_cdna,471,169.271219,90.06879656,Pass,L8XR_240815_01,5924.492666,1841.68779,A8XR_240809_01_F01,8/9/2024,90,10,Pass,0.911,A8XR_240809_01,2372_B04,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B04,15792,Multiome,"M1XM_240807_241-R_B01
M1XM_240807_241-A_B01",8/7/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240807_H24.30.001.CX.23.GPe.01.Multiome,None,Nuclei,H24.30.001.CX.23.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.23.GPe.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,GPe,,8/20/2024,8/19/2024,,BG_paper_Human,nemo-tmp-vnompii-mtx-22003,vnompii,9/10/2024,10X genomics multiome;rnaseq,2025-01-11T12:53:51Z,0,JobId1FKLS0JI,aligned,MTX-22003_vnompii
SQ_AT0041-9,AIBS-Proxy_240930_PreHMBA-backfill,ATX-541_240930,SQ_AT0041,SQ_AT0041,11/9/2021,L8XA_211102_01_F11,10xMultiome;ATAC,SI-NA-F11,11/2/2021,amplified_cdna,934,168.2183997,0,Pass,L8XA_211102_01,3364.367994,2073.931006,B8XM_211102_01_G01,11/2/2021,nan,nan,Pass,nan,B8XM_211102_01,911_E03,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",6754,E03,10875,Multiome,"M1XM_211027_152-A_E01
M1XM_211027_152-R_E01",10/27/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",QN21.26.010.CX45.CaT.001_20211027,nan,Nuclei,QN21.26.010.CX45.CaT.001_Macaque-CaT,DHBA:10337,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.010,7,years,birth,7 yrs,NCBITaxon:9545,Male,Macaque,CaT,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-ihadgw2-atx-541_240930,ihadgw2,11/12/2024,10X genomics multiome;atac-seq,2025-01-25T02:04:18Z,0,JobId1HEY05KO,aligned,ATX-541_240930_ihadgw2
SQ_MX2034-9,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2034_240930,SQ_MX2034,SQ_MX2034,11/9/2021,L8XR_211104_02_B11,10xMultiome;GEX,SI-TT-B11,11/4/2021,amplified_cdna,466,124.8908018,159.9227678,Pass,L8XR_211104_02,4371.178063,1344.399525,A8XR_211102_02_D02,11/2/2021,160,9,Pass,0.974,A8XR_211102_02,911_E03,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",6754,E03,10875,Multiome,"M1XM_211027_152-A_E01
M1XM_211027_152-R_E01",10/27/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",QN21.26.010.CX45.CaT.001_20211027,nan,Nuclei,QN21.26.010.CX45.CaT.001_Macaque-CaT,DHBA:10337,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.010,7,years,birth,7 yrs,NCBITaxon:9545,Male,Macaque,CaT,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-79r3ggk-mtx-2034_240930,79r3ggk,11/12/2024,10X genomics multiome;rnaseq,2025-01-25T02:04:18Z,0,JobId1HEY05KO,aligned,MTX-2034_240930_79r3ggk
SQ_AT0031-1,AIBS-Proxy_240930_PreHMBA-backfill,ATX-531_240930,SQ_AT0031,SQ_AT0031,9/28/2021,L8XA_210907_02_G05,10xMultiome;ATAC,SI-NA-G5,9/7/2021,amplified_cdna,779,94.86312848,0,Pass,L8XA_210907_02,1897.26257,975.4585775,B8XM_210907_01_D01,9/7/2021,nan,nan,Pass,nan,B8XM_210907_01,810_D02,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",10000,D02,16200,Multiome,"M1XM_210901_154-R_D01
M1XM_210901_154-A_D01",9/1/2021,"90% NeuN+, 10% NeuN-",Q19.26.010.CX02.CaH.001_20210901,nan,Nuclei,Q19.26.010.CX02.CaH.001_Macaque-CaH,DHBA:10335,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,Q19.26.010,10,years,birth,10 yrs,NCBITaxon:9544,Female,Macaque,CaH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-rsuhwqf-atx-531_240930,rsuhwqf,11/12/2024,10X genomics multiome;atac-seq,2025-01-16T21:53:32Z,5.9.3,JobId1HG7UKYX,aligned,ATX-531_240930_rsuhwqf
SQ_MX2025-1,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2025_240930,SQ_MX2025,SQ_MX2025,9/28/2021,L8XR_210909_02_A09,10xMultiome;GEX,SI-TT-A9,9/9/2021,amplified_cdna,510,128.9809067,475.4468656,Pass,L8XR_210909_02,4514.331733,1519.524061,A8XR_210907_02_D01,9/7/2021,475,8,Pass,0.993,A8XR_210907_02,810_D02,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",10000,D02,16200,Multiome,"M1XM_210901_154-R_D01
M1XM_210901_154-A_D01",9/1/2021,"90% NeuN+, 10% NeuN-",Q19.26.010.CX02.CaH.001_20210901,nan,Nuclei,Q19.26.010.CX02.CaH.001_Macaque-CaH,DHBA:10335,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,Q19.26.010,10,years,birth,10 yrs,NCBITaxon:9544,Female,Macaque,CaH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-vtaprk9-mtx-2025_240930,vtaprk9,11/12/2024,10X genomics multiome;rnaseq,2025-01-16T21:53:32Z,5.9.3,JobId1HG7UKYX,aligned,MTX-2025_240930_vtaprk9
NY-MX12028-1,NYGC_240117_shipment,MTX-12028,NY-MX12028,A1657038,1/17/2024,L8XR_240111_01_B09,10xMultiome;GEX,SI-TT-B9,1/11/2024,amplified_cdna,514,135.814899,307.7181218,Pass,L8XR_240111_01,4753.521464,1612.584622,A8XR_240109_01_E01,1/9/2024,308,9,Pass,0.984,A8XR_240109_01,2013_C01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C01,16485,Multiome,"M1XM_240103_226-A_C01
M1XM_240103_226-R_C01",1/3/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240103_H23.30.001.CX.17.CaB.01.Multiome,nan,Nuclei,H23.30.001.CX.17.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.17.CaB.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,CaB,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-j6wixbd-mtx-12028,j6wixbd,2/19/2024,10X genomics multiome;rnaseq,2024-03-21T20:53:19Z,5.9.3,JobId1JBYTQ2P,aligned,MTX-12028_j6wixbd
NY-AT16028-1,NYGC_240117_shipment,ATX-16028,NY-AT16028,A1657052,1/17/2024,L8XA_240109_01_C02,10xMultiome;ATAC,SI-NA-C2,1/9/2024,amplified_cdna,681,177.0946279,0,Pass,L8XA_240109_01,3541.892559,1591.939029,B8XM_240109_01_C01,1/9/2024,nan,nan,Pass,nan,B8XM_240109_01,2013_C01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C01,16485,Multiome,"M1XM_240103_226-A_C01
M1XM_240103_226-R_C01",1/3/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240103_H23.30.001.CX.17.CaB.01.Multiome,nan,Nuclei,H23.30.001.CX.17.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.17.CaB.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,CaB,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-re9k4ha-atx-16028,re9k4ha,2/20/2024,10X genomics multiome;atac-seq,2024-03-21T20:53:19Z,5.9.3,JobId1JBYTQ2P,aligned,ATX-16028_re9k4ha
NY-AT26010-12,NYGC_241008_shipment,ATX-26010,NY-AT26010,A4556283,10/8/2024,L8XA_240927_01_A01,10xMultiome;ATAC,SI-NA-A1,9/27/2024,amplified_cdna,620,278.2621547,0,Pass,L8XA_240927_01,5565.243094,2277.297474,B8XM_240927_01_G01,9/27/2024,nan,None,Pass,nan,B8XM_240927_01,2471_A04,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A04,16244,Multiome,"M1XM_240924_226-R_A01
M1XM_240924_226-A_A01",9/24/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240924_H21.30.004.CX.20.GPi.01.Multiome,None,Nuclei,H21.30.004.CX.20.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.20.GPi.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,GPi,,10/8/2024,10/7/2024,,BG_paper_Human,nemo-tmp-wcsvnzo-atx-26010,wcsvnzo,10/27/2024,10X genomics multiome;atac-seq,2025-01-14T03:39:36Z,5.9.3,JobId1JQHFMU5,aligned,ATX-26010_wcsvnzo
NY-MX22010-12,NYGC_241008_shipment,MTX-22010,NY-MX22010,A1658772,10/8/2024,L8XR_241003_21_D07,10xMultiome;GEX,SI-TT-D7,10/3/2024,amplified_cdna,461,211.7889463,208.7135883,Pass,L8XR_241003_21,7412.613121,2255.361668,A8XR_240927_01_D01,9/27/2024,209,10,Pass,0.981,A8XR_240927_01,2471_A04,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A04,16244,Multiome,"M1XM_240924_226-R_A01
M1XM_240924_226-A_A01",9/24/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240924_H21.30.004.CX.20.GPi.01.Multiome,None,Nuclei,H21.30.004.CX.20.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.20.GPi.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,GPi,,10/8/2024,10/7/2024,,BG_paper_Human,nemo-tmp-mxhwwck-mtx-22010,mxhwwck,10/28/2024,10X genomics multiome;rnaseq,2025-01-14T03:39:36Z,5.9.3,JobId1JQHFMU5,aligned,MTX-22010_mxhwwck
NY-MX22005-23,NYGC_240904_shipment,MTX-22005,NY-MX22005,A4542037,9/4/2024,L8XR_240829_22_C04,10xMultiome;GEX,SI-TT-C4,8/29/2024,amplified_cdna,452,150.4411356,112.3029747,Pass,L8XR_240829_22,5265.439745,1570.785985,A8XR_240827_02_C01,8/27/2024,112,11,Pass,0.831,A8XR_240827_02,2414_A01,HMBA_Human_Atlas|HMBA_Human_Atlas_M,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human midbrain ROIs",10000,A01,15939,Multiome,"M1XM_240826_231-A_A01
M1XM_240826_231-R_A01",8/26/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240826_H24.30.004.BS.01.SN.01.Multiome,None,Nuclei,H24.30.004.BS.01.SN.01_SN,DHBA:12251,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.BS.01.SN.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,SN,,9/4/2024,9/4/2024,,BG_paper_Human,nemo-tmp-quqh6hx-mtx-22005,quqh6hx,9/20/2024,10X genomics multiome;rnaseq,2025-01-14T12:23:35Z,5.9.3,JobId1NRF2EBN,aligned,MTX-22005_quqh6hx
